order_id,customer_unique_id,customer_id,delivered_in_days,time_of_purchase,month_of_purchase,delivery_speed_flag,delivery_distance_in_km,installment_value,high_installment_flag,used_voucher,is_repeat_buyer,num_orders,total_purchase_value,review_score
118045506e1c1dda060171af43fe11b4,5a494c648fde2d1ec4eb614274ea7159,638c6674418fc58283a73c078bcb076f,34.0,3,3,3,1317.05,360.4,0,0,1,2,1065.0,1
118045506e1c1dda060171af43fe11b4,5a494c648fde2d1ec4eb614274ea7159,638c6674418fc58283a73c078bcb076f,34.0,3,3,3,1317.05,360.4,0,0,1,2,1065.0,1
118045506e1c1dda060171af43fe11b4,5a494c648fde2d1ec4eb614274ea7159,638c6674418fc58283a73c078bcb076f,34.0,3,3,3,1317.05,360.4,0,0,1,2,1065.0,1
118045506e1c1dda060171af43fe11b4,5a494c648fde2d1ec4eb614274ea7159,638c6674418fc58283a73c078bcb076f,34.0,3,3,3,1317.05,360.4,0,0,1,2,1065.0,1
118045506e1c1dda060171af43fe11b4,5a494c648fde2d1ec4eb614274ea7159,638c6674418fc58283a73c078bcb076f,34.0,3,3,3,1317.05,360.4,0,0,1,2,1065.0,1
edcc6b79e8394346ba3ba21b00b4055e,0c1010da546577eec46de55b3a0a885d,08aea10c40f606e52597486db2b56a81,12.0,0,4,2,1871.84,54.21,1,0,0,1,99.9,5
d5f812041d8fc446c00cad005b616a3f,7f8727dbee61eb0badcc8b6010aa46bd,184359ed3f22a99dfeff1f70a95510af,6.0,16,4,1,,72.29,0,0,0,1,64.9,5
85be7c94bcd3f908fc877157ee21f755,813585153cd8b4b6c06e576d818ec985,54b307e9a6121f572faef4f220fbac3a,5.0,6,9,1,128.01,72.75,0,0,0,1,59.99,4
6a276c227b7bb9659f04c271e30d381d,4e6588068c000d6f539cf24c66a96816,f35e1aa8990c39ac028bd44384d805a6,18.0,17,2,3,,98.71,0,0,1,2,929.9,5
0fe9c7ad9288ff24bb738af81a27ef4d,0b634a0a63edf40fb50440d7093d8b5e,4ad8bd2bde2eecae6aa5a10323c1efc8,6.0,2,7,1,,22.12,1,0,0,1,34.9,5
c6b85930220a1a577a8a8352c7dba78f,89995a85ec4c21db428413aed387c451,715d679d44d3aee77a9592f6fd8c26f9,21.0,23,11,3,1255.05,90.78,0,0,0,1,143.0,5
ee249867fcd2a7c11bfe5fb64f3bbc67,72a8db02910cbf460af32e7d5f8b12dc,e04eadea44fe5a15a476ee93f08f4348,9.0,16,7,1,,57.51,1,0,0,1,49.9,5
7d76335e7e80375e28928a33bc942ebc,f2e54b347dcce00e1c162013a5f91444,71faaf972f231660f00732bc7c103241,14.0,19,6,3,207.24,20.68,1,0,0,1,69.9,5
39a2c5163845188e0148f36a05ff7ac7,dddcc50cec9aabfe44b26c136236db0a,8f7c043d717386cdc50669c78a43f85a,14.0,4,8,3,396.56,176.78,0,0,0,1,159.9,5
d1e15a79329ed78d7982521b3b3b2a8f,c40f5af81ed6752819b393aabc0e275d,ae3f264a566530ebaeb52b2cc1559b5e,20.0,7,7,3,2566.01,21.4,1,0,0,1,169.0,2
270f5a5025de7523edbc65d690647f33,1332bae6fb3d8461872f77e8efab21ad,44c1de7065467e83835227adbd8af943,8.0,23,10,1,1293.31,316.3,0,0,0,1,289.0,5
c4045d70da44ecbef2afb4407592fe90,0d153268371aa25450d4117ff070277e,9be4488544e1d864a50f80fcfec66efd,8.0,1,5,1,1017.0,41.37,1,0,1,2,565.9,4
55ecd90110224e06df49c5cd8a6d3901,32b486fad49291a58acfa5fdd0864ac7,33fc37ecfda5df3cfaea8cb17c634e06,7.0,17,2,1,,45.95,1,0,0,1,34.99,4
317d836ac628026b3639e69c710946b3,5dbcfd1a3cc694bfecc93ca15d884c9d,e2231800a5e5bbcb32cff22e6bb931c4,11.0,23,10,1,535.69,337.55,0,1,0,1,317.0,5
