order_id,customer_unique_id,customer_id,delivered_in_days,time_of_purchase,month_of_purchase,delivery_speed_flag,delivery_distance_in_km,installment_value,high_installment_flag,used_voucher,is_repeat_buyer,num_orders,total_purchase_value,review_score
7d4bd3fbe5a300f9dc51aa3c63ad011e,02aa4845dc6ee08624bcc899ad684b33,c06ced9dfc8ab53bf20bc4f403a255da,7.0,9,8,1,541.93,85.16,0,0,0,1,59.9,5
c6b834f817f95bd7f31d78814dbb14ac,94e8e9f7feacb6478fa2b9c6b3293749,8cb472ad4da26b59f50a5fa1194d47b7,8.0,2,5,1,,203.23,0,0,0,1,190.0,5
7de7f006c92939fa56c701362b611030,f513f43c38ae261dab254c60577c21f5,8f13be0d19e31d3bc6ca0ca0ad839672,8.0,7,2,1,127.33,53.56,1,0,0,1,399.8,4
7de7f006c92939fa56c701362b611030,f513f43c38ae261dab254c60577c21f5,8f13be0d19e31d3bc6ca0ca0ad839672,8.0,7,2,1,127.33,53.56,1,0,0,1,399.8,4
534e2b783c1e84bc830f3f372a31ba0b,77983634622d68196464f8a428693a7b,53c312b1cd2febb91dedfdcce49bd1d0,4.0,6,6,1,,26.71,1,0,0,1,42.1,5
bec5a824282dde8cdfe6aaf6b6525a6c,5570e312bd641ceba38f678cf62ca055,391e5723fbe91b2ed053106d5c3dd6fe,10.0,23,8,1,127.82,62.01,1,0,0,1,45.9,5
675b1c40d6b0d4397714c1087eeafb01,502cc5f92b484e9db94c93d5cc6b7a8e,4d30d32398120943b2a800664e7cd180,2.0,23,4,1,23.33,22.51,1,0,0,1,14.8,4
0baa56401ae212e308d73cba2911ae20,0d0a29d20dfb78d30fe9c042f389a8f5,4f8fe4b823a5dd42a7e42bd5cbdd985d,9.0,19,3,1,,17.44,1,0,0,1,59.8,1
0baa56401ae212e308d73cba2911ae20,0d0a29d20dfb78d30fe9c042f389a8f5,4f8fe4b823a5dd42a7e42bd5cbdd985d,9.0,19,3,1,,17.44,1,0,0,1,59.8,1
1c2e2705fc091788f391bd212887b6f0,bf857374a1fee887ccccb47d0f122e3e,d33d77d276d94eb726ee3edaada486ec,9.0,6,4,1,,12.98,1,0,0,1,84.99,4
bfc9c6b840e5a8ac6c42347673271b9a,b846a19ce71828a54b2e888c455a7008,fd9b8c35f091c1ad8569a436e9c0e497,18.0,19,12,3,,137.6,0,0,0,1,122.99,1
dd4961a65e030adb36dd50b4632877a3,330102ce6c2240b2276a4e70cbeb418c,bcca5012b6cdd4cd64148c2e61f85f17,5.0,21,6,1,140.0,58.37,1,0,0,1,48.9,5
110f190bf49ab04f3ead4f860570e902,cc2bef54fa72102dca9777ff483f75a5,bbe2d2a9243953e0145ab851d3acc014,3.0,23,10,1,,10.23,1,0,1,2,390.0,5
110f190bf49ab04f3ead4f860570e902,cc2bef54fa72102dca9777ff483f75a5,bbe2d2a9243953e0145ab851d3acc014,3.0,23,10,1,,50.0,1,1,1,2,390.0,5
6d7b9cba0e798f9b68b2c0745b38859a,66ae4493fc7c710a8db6d9620901f40d,9dc4cf072184adc87274ccd4811b508a,7.0,20,10,1,79.3,11.01,1,0,1,2,124.9,5
8a98ad89f447011bd6ed7b90a5cc2b4a,30638e9176bb2e8c6edf015710f8c8fa,981da8b1932e85101035b14e52d8d88c,16.0,4,11,3,462.42,236.92,0,0,0,1,179.0,5
db67f190728e6864bcd380d96236677f,a1de09e1d68d100d7e79b415b8c60cb1,0b735f09f901e6fd1903f1e76b4269e6,14.0,19,10,3,287.93,98.26,0,0,0,1,179.5,5
e8e4ccb8fbae6c4092d94bbff888a6c0,6ae6951437293db40e0e4abd81a8430f,f717deed9559899472e5164bd41fdbfb,2.0,1,4,1,,88.9,0,0,0,1,79.99,5
14129c568e62c007ad8d334de62aca31,dd246e640bf9e0d31ba62cf5cf2bd1bd,0d0df1aeacd390324f3efb6b9518c12a,9.0,9,11,1,1526.42,152.35,0,0,0,1,114.0,5
