6b2d847a2beb67979c9dc075351c328e,1,76.89,0
f4f01c90afb1166a87e9d0b1114d55a4,1,45.5,0
329e320a856fb68cd9d0ecdda03b3ae7,1,899.0,0
83588092e958b8f322c1bb40c20a8428,1,32.0,0
4b256de10191200af4161c5d0d51da48,1,229.99,0
e52ae9727cc55d618b980d016a274cc7,1,28.9,0
b64fccde06958d9759d6a6861e9ab23c,1,339.0,0
dc9601017e7242b2d4731669d1ce7bc5,1,59.9,0
6ffb29dcadea9286f7b4425987408dba,1,129.9,0
edb7c3435d0e6dadfeaf333ba1199f29,1,239.9,0
e8b52d1cd5a4a7ac4aaf3e4a73405534,1,198.67,0
4f703d6eae4d281cc09a785b51c49344,1,27.9,0
391addf14a973b787a32aeded9b3ef24,1,629.0,0
8121bb77106e29a592b6dcc97841872a,1,49.9,0
bf869f6a89c8ba217f47e22359f884f2,1,186.59,0
44240c92e496d412b4ca322348477275,1,64.0,0
64ac246c6a14f646814dff0c80af4162,1,159.9,0
5666d6c780d86bdc41dbbd57783d0f49,1,16.79,0
78c5f76b60a3a2588635aadc70e34df7,2,113.98,1
7004156351731e8f639a27d9b33b3c02,1,109.9,0
d909efc170e97275cfe65980da6fd7a6,1,29.9,0
2c0f65d49baaf35f24f35cf1446a353a,1,30.0,0
22ba07eef1aceefa113687feabee4b64,1,124.9,0
f3603469de1227ad310ef54f542f206b,1,56.0,0
7bb0ef48fca18efd7c9f88bf2141f096,1,19.9,0
d81e95c47defd78bd56894ce015396c2,1,85.0,0
ad7ed1cc719d4af01a3a7e500d94c603,1,44.9,0
874c93d867b18eb09a5e2f071ee89458,1,110.0,0
e8a5bf81555db20be69859ce27ebf286,1,97.0,0
4d395e48992475448a86af6f05250b3d,1,199.9,0
c2e6d10d503d81ea02560a91ff37d044,1,300.0,0
5ad96d7a95788923e8ff455366a90015,2,587.0,1
58b543fb88ff2dd1af70029acb7fedf9,1,45.2,0
490181818ec661c6afd91ca1ff0ee049,1,59.98,0
c067da8e48184f14e468fc4557016c0e,1,45.9,0
a1f056aa9823bc1fb8206b00a9be412c,1,29.9,0
314ac5e13f6b79cc209af44d369852fc,1,59.9,0
ce8739bf18732110c885e3e034423aa1,1,39.97,0
1de6d307a749bd18bbb50fd2baf2294a,1,398.0,0
6da8c333ff27c34a89f60c3a8b8f3e34,1,149.9,0
60eacfc2e0f80149eb337cabf09574ad,1,76.0,0
e0a32719d497e50ca4d214adb2940134,1,467.0,0
2ae9c0e55708edf3ebe5796bdcca1b80,1,138.89,0
e734176df31b8926be45dd4df2ee30a7,1,19.9,0
e67b2407c7cbaf5bf0168c19c45c09d8,1,99.9,0
aac8feb8dfcef01ed3d7751142d2d6c0,1,44.9,0
ae2189793d5c0004461b896e52abe4fe,1,999.99,0
98f757ab78a0f5d161d62ef9424cfd81,1,9.9,0
f037ce08051ed4742e3a8c8c58193f6c,1,49.99,0
7b5acdcf05476ab68e66944dfecd29f1,1,49.9,0
992ffc60b1925f3020d35b6fdee40a2b,1,32.9,0
3244c349f0f8e4ec33a820cb7ed2091e,1,39.0,0
9a5b1b6e913b46bd1ff1561dc5aa6c7c,1,71.0,0
45288841a520625ecc0dbc2afc834ee5,1,68.9,0
0c387284712d4d7047d46d5988ea7c0c,1,139.9,0
396a2896142e38bd706c5cdd1a865598,1,50.0,0
9035b680491fe660ceaa34dce5af4d52,1,35.0,0
37e9028e0245dc5f5f55f11ba2483760,1,78.0,0
151ab282634af790930a7587fba71ba9,1,91.5,0
c5721e67646e5ae25858801b74b277b1,1,49.9,0
210dfbe024e41d871a3957881110ef81,1,16.9,0
d0a0097c18d20ea11880b9f8af8232d8,1,130.0,0
c53a15252bb69a238a59b79c58a84bcf,1,2199.0,0
8f0872426c36d735be24b4857969aca4,1,27.9,0
9f46352a4fc71c0593a7bb8f6728f88d,1,23.0,0
d9af8c35cbab1d9dc745f3500a9db311,1,49.0,0
4af9d92576710a7d35603adfdff67acf,1,59.9,0
8c81d87b1a876ac44f968c7f112501f5,1,143.54,0
c471cde4de85d1c324999c5c94fa9a0b,1,54.9,0
cc92371c9935f75b0b06e9c10ac62dfb,1,79.0,0
e24d016369f2990b3684f5dedfb7b866,1,170.0,0
feae7ffdb1899fb29dc34b1ff3f9b5b5,1,146.0,0
dfc569fe71e076ecc9a61b49756e6342,1,169.0,0
6e084dee07052768ae655712771e6b2b,1,249.9,0
4e96d7eca5fd98222738e1b6addd3ddf,1,32.0,0
95d1bde8cd74ef80c3680d189531d1f9,1,399.98,0
644012661ef14548947e747720e4cc7b,1,28.9,0
7d8e8cca6200fc1bd09e18d48a75191c,1,89.9,0
96bd810529ea2caa1615706fa6e201d3,1,43.0,0
20d04d39de790365a44cf0e3a0996279,1,124.9,0
ab32d08b3713fe2b7f2de4fb7759e937,1,16.75,0
b4e4f24de1e8725b74e4a1f4975116ed,5,200.28,1
84f4563777cc8b417d7f83e9e694b55a,1,134.99,0
383e1b1f3984384d9caa050379d4d0fa,1,55.9,0
d94dab26e089829c1fa1a9fbbe18e1b8,1,250.0,0
19f71f292b50b7beb5d87a037e878930,1,159.99,0
2f93a3263722d83e4783a56a76917cf4,1,39.9,0
fc62ebc813865bf576dd3bde250a3a7a,1,68.0,0
d9f409b7a8d71b91e9fa7919dfffdc28,1,49.9,0
c9ddb98e430dc7f657ea35a05afbee22,1,380.0,0
7c14151d248f89dba7b5e4356e505515,1,68.8,0
53aa526509baa27abd29887973326ec4,1,129.0,0
