36450fdd3cb1533803539fee6245b508,072d5af6d1c25d24d84182a5c1ce6451,06df0c10d34e459d9672bc77388742eb,935.83
89cd76c24e7ea4fe0b9b3fbd660707a8,6520fc39b0d56fe598cebda8bc628888,c003204e1ab016dfa150abc119207b24,
510489aaadbd8f7064bc8f433b222de9,04cef6b920c0d8f16702cab269b59044,2379bdc3888025689a9deb7b141507d5,133.48
434d158e96bdd6972ad6e6d73ddcfd22,2a1dfb647f32f4390e7b857c67458536,a5cba26a62b8b4d0145b68b841e62e7f,2561.72
814449e266f5cbff53f6e336abd1dd5a,2374bb1234352ce588b83dc14b59ea5f,3d871de0142ce09b7081e2b9d1733cb1,1975.24
07bfea8893b7262f7d61cfb2068b12c3,5ff12b5d7429e2bfde8594ee4ebf0ab0,ea8482cd71df3c1969d7b9473ff13abc,
94e5d86b81534a5f11b5b57af7852aed,e7751b5411d4890df68144a0488a07b0,f262cbc1c910c83959f849465454ddd3,
e9bfa573b732937bcce0dfee81481cdb,a93610cb4263f961a306a0b70c41400a,08633c14ef2db992c11f840f04fad4cd,
6b9c0a9a69de06aa2f51edb25dd196de,dd940eccd485dc083b0e733b37282ea4,4e922959ae960d389249c378d1c939f5,2095.89
50a27906921dc9ef4b7afa6cdb04649b,36fb830261b73dccda10d2199a523d58,dd7ddc04e1b6c2c614352b383efe2d36,
dcedac1406b3713259927ba54a3ad206,a8695124db570d100b87f73fbdaef64a,850f4f8af5ea87287ac68de36e29107f,
7674a39ac1ba0b1ca68a18cfbd151b1b,90d7075599361b6945ce6c9e200a687b,53e4c6e0f4312d4d2107a8c9cddf45cd,385.2
7674a39ac1ba0b1ca68a18cfbd151b1b,90d7075599361b6945ce6c9e200a687b,53e4c6e0f4312d4d2107a8c9cddf45cd,385.2
df2c3731dcfbe2f0861182b341c71c82,87bc0b31db47421f9c67a12145740887,08633c14ef2db992c11f840f04fad4cd,
7a728c0fe2dd475aabd244294168bc39,4ba1bde676ff918afcb0eb990047494c,a49928bcdf77c55c6d6e05e09a9b4ca5,
a4725f98a7344d345bb2fab1c3c39c54,4a751dfba6004c315eaf88abf0ff249c,a63bfbaa882c8f4542891b4e2246cc7f,30.5
99d330b158a97e4b525cb725fa9571ec,d8f3e586c5a006d51f26fa3de177ef19,abcd2cb37d46c2c8fb1bf071c859fc5b,1591.18
eb92f6fdb8dcd9a9ab21c341b4a3ca5f,78a0a4fe355394a8f2ab9efd5fa38206,9f505651f4a6abe901a56cdc21508025,
c51ae569d8e986c7ebb73803ead54947,44f68ed233f609aa42bb4ed3a135b15b,b76dba6c951ab00dc4edf0a1aa88037e,
be1f74dd8c9f6ab6066aa38f00c87d99,57944e2cb57ce4358ce5c33d42963261,d6b1ce66b035a475f00c017792ff9769,202.47
f05e32e2cc67748c34a77da2ff68841c,fab1a643ad6f3da348860df58bf39a24,37515688008a7a40ac93e3b2e4ab203f,2157.41
71ca3bab201007339dfb592df2d185d4,ac9b518157bd24e321650a1a3f7eaf65,46dc3b2cc0980fb8ec44634e21d2718e,562.54
68e3cd57e173ebad230c2879e6c78401,a8004a3d658be3bb26c0ad71671ef73f,8b321bb669392f5163d04c59e235e066,
70dd6272528235d8324f3d154b94861f,a7ce327dd02ea0980cdba4f8f86b77e8,ef2fbc2b607d8492bcffe657a4645434,20.4
9fd83cacce47c1aec0484e704c87ccf1,c37808db51066db223f9e386bd9169d9,4869f7a5dfa277a7dca6462dcf3b52b2,137.02
76c6e866289321a7c93b82b54852dc33,f54a9f0e6b351c431402b8461ea51999,63b9ae557efed31d1f7687917d248a8d,872.16
